13,User,112,1012,"[{""food_item_name"": ""give"", ""quantity"": 1, ""add_extra"": ""if"", ""price_of_extra"": 7.82, ""ingredients_to_remove"": [""total"", ""painting"", ""daughter""]}]",73.17,2025-02-04 22:29,Delivery
14,User,113,1013,"[{""food_item_name"": ""apply"", ""quantity"": 3, ""add_extra"": ""meet"", ""price_of_extra"": 4.78, ""ingredients_to_remove"": [""wall"", ""let"", ""group""]}]",38.61,2025-02-02 05:52,Delivery
15,Guest,114,1014,"[{""food_item_name"": ""early"", ""quantity"": 5, ""add_extra"": ""read"", ""price_of_extra"": 2.73, ""ingredients_to_remove"": [""today"", ""total"", ""building""]}]",87.95,2025-01-07 16:28,Delivery
16,Guest,115,1015,"[{""food_item_name"": ""field"", ""quantity"": 1, ""add_extra"": ""claim"", ""price_of_extra"": 2.19, ""ingredients_to_remove"": [""change"", ""appear"", ""rest""]}]",46.23,2025-01-01 06:16,Delivery
17,User,116,1016,"[{""food_item_name"": ""purpose"", ""quantity"": 4, ""add_extra"": ""church"", ""price_of_extra"": 4.61, ""ingredients_to_remove"": [""require"", ""different"", ""degree""]}]",55.61,2025-01-01 21:42,Pick Up
18,User,117,1017,"[{""food_item_name"": ""tend"", ""quantity"": 3, ""add_extra"": ""himself"", ""price_of_extra"": 5.47, ""ingredients_to_remove"": [""cost"", ""study"", ""ask""]}]",66.7,2025-01-03 19:06,Pick Up
19,User,118,1018,"[{""food_item_name"": ""citizen"", ""quantity"": 5, ""add_extra"": ""win"", ""price_of_extra"": 9.72, ""ingredients_to_remove"": [""know"", ""attorney"", ""item""]}]",74.17,2025-02-10 22:29,Delivery
20,Guest,119,1019,"[{""food_item_name"": ""news"", ""quantity"": 5, ""add_extra"": ""off"", ""price_of_extra"": 7.19, ""ingredients_to_remove"": [""inside"", ""price"", ""student""]}]",99.75,2025-01-11 05:01,Curbside
21,Guest,120,1020,"[{""food_item_name"": ""level"", ""quantity"": 2, ""add_extra"": ""tell"", ""price_of_extra"": 5.44, ""ingredients_to_remove"": [""manager"", ""go"", ""education""]}]",67.77,2025-01-10 11:58,Curbside
22,User,121,1021,"[{""food_item_name"": ""indicate"", ""quantity"": 3, ""add_extra"": ""there"", ""price_of_extra"": 7.13, ""ingredients_to_remove"": [""through"", ""father"", ""receive""]}]",61.11,2025-01-09 06:09,Pick Up
23,User,122,1022,"[{""food_item_name"": ""card"", ""quantity"": 5, ""add_extra"": ""station"", ""price_of_extra"": 5.78, ""ingredients_to_remove"": [""call"", ""reflect"", ""unit""]}]",55.94,2025-01-24 10:35,Curbside
24,Guest,123,1023,"[{""food_item_name"": ""white"", ""quantity"": 3, ""add_extra"": ""always"", ""price_of_extra"": 7.79, ""ingredients_to_remove"": [""magazine"", ""short"", ""direction""]}]",76.46,2025-02-11 10:21,Delivery
25,Guest,124,1024,"[{""food_item_name"": ""play"", ""quantity"": 2, ""add_extra"": ""visit"", ""price_of_extra"": 4.71, ""ingredients_to_remove"": [""accept"", ""future"", ""me""]}]",81.5,2025-01-24 04:58,Delivery
26,User,125,1025,"[{""food_item_name"": ""once"", ""quantity"": 1, ""add_extra"": ""policy"", ""price_of_extra"": 9.33, ""ingredients_to_remove"": [""space"", ""weight"", ""save""]}]",24.15,2025-02-10 04:41,Curbside
27,User,126,1026,"[{""food_item_name"": ""left"", ""quantity"": 3, ""add_extra"": ""store"", ""price_of_extra"": 6.14, ""ingredients_to_remove"": [""customer"", ""machine"", ""community""]}]",73.96,2025-01-04 14:21,Pick Up
28,Guest,127,1027,"[{""food_item_name"": ""every"", ""quantity"": 5, ""add_extra"": ""commercial"", ""price_of_extra"": 9.12, ""ingredients_to_remove"": [""ability"", ""leave"", ""discussion""]}]",33.01,2025-02-06 12:45,Curbside
29,User,128,1028,"[{""food_item_name"": ""option"", ""quantity"": 4, ""add_extra"": ""strong"", ""price_of_extra"": 3.63, ""ingredients_to_remove"": [""avoid"", ""which"", ""choice""]}]",90.82,2025-02-14 06:36,Curbside
30,Guest,129,1029,"[{""food_item_name"": ""science"", ""quantity"": 5, ""add_extra"": ""relationship"", ""price_of_extra"": 1.44, ""ingredients_to_remove"": [""party"", ""thousand"", ""something""]}]",10.64,2025-01-18 12:55,Curbside
31,Guest,130,1030,"[{""food_item_name"": ""assume"", ""quantity"": 3, ""add_extra"": ""already"", ""price_of_extra"": 7.08, ""ingredients_to_remove"": [""pressure"", ""positive"", ""buy""]}]",61.71,2025-01-08 00:28,Delivery
32,User,131,1031,"[{""food_item_name"": ""large"", ""quantity"": 3, ""add_extra"": ""debate"", ""price_of_extra"": 5.17, ""ingredients_to_remove"": [""sport"", ""animal"", ""I""]}]",98.55,2025-01-07 02:43,Delivery
33,Guest,132,1032,"[{""food_item_name"": ""business"", ""quantity"": 5, ""add_extra"": ""your"", ""price_of_extra"": 3.0, ""ingredients_to_remove"": [""matter"", ""eight"", ""how""]}]",87.09,2025-01-11 14:04,Curbside
34,User,133,1033,"[{""food_item_name"": ""politics"", ""quantity"": 2, ""add_extra"": ""suggest"", ""price_of_extra"": 3.09, ""ingredients_to_remove"": [""charge"", ""perhaps"", ""prepare""]}]",72.26,2025-02-03 03:47,Curbside
35,User,134,1034,"[{""food_item_name"": ""accept"", ""quantity"": 5, ""add_extra"": ""scientist"", ""price_of_extra"": 3.94, ""ingredients_to_remove"": [""half"", ""over"", ""keep""]}]",72.28,2025-02-14 07:59,Pick Up
36,Guest,135,1035,"[{""food_item_name"": ""baby"", ""quantity"": 1, ""add_extra"": ""himself"", ""price_of_extra"": 8.52, ""ingredients_to_remove"": [""lose"", ""suddenly"", ""area""]}]",26.71,2025-01-28 23:20,Pick Up
37,User,136,1036,"[{""food_item_name"": ""a"", ""quantity"": 4, ""add_extra"": ""environment"", ""price_of_extra"": 2.8, ""ingredients_to_remove"": [""why"", ""two"", ""population""]}]",49.08,2025-01-10 12:40,Pick Up
38,Guest,137,1037,"[{""food_item_name"": ""land"", ""quantity"": 1, ""add_extra"": ""long"", ""price_of_extra"": 7.6, ""ingredients_to_remove"": [""assume"", ""better"", ""keep""]}]",48.75,2025-01-15 10:11,Pick Up
39,User,138,1038,"[{""food_item_name"": ""stuff"", ""quantity"": 1, ""add_extra"": ""soon"", ""price_of_extra"": 7.52, ""ingredients_to_remove"": [""indicate"", ""teach"", ""top""]}]",41.46,2025-01-04 11:12,Pick Up
40,User,139,1039,"[{""food_item_name"": ""million"", ""quantity"": 3, ""add_extra"": ""produce"", ""price_of_extra"": 7.08, ""ingredients_to_remove"": [""before"", ""thing"", ""through""]}]",12.42,2025-01-02 20:20,Pick Up
41,Guest,140,1040,"[{""food_item_name"": ""leg"", ""quantity"": 5, ""add_extra"": ""treat"", ""price_of_extra"": 6.74, ""ingredients_to_remove"": [""green"", ""language"", ""reduce""]}]",35.23,2025-01-03 22:23,Delivery
42,User,141,1041,"[{""food_item_name"": ""international"", ""quantity"": 3, ""add_extra"": ""use"", ""price_of_extra"": 1.66, ""ingredients_to_remove"": [""act"", ""responsibility"", ""option""]}]",76.76,2025-01-27 05:46,Curbside
43,Guest,142,1042,"[{""food_item_name"": ""book"", ""quantity"": 1, ""add_extra"": ""teach"", ""price_of_extra"": 4.36, ""ingredients_to_remove"": [""first"", ""mention"", ""front""]}]",44.11,2025-01-17 09:04,Delivery
44,Guest,143,1043,"[{""food_item_name"": ""image"", ""quantity"": 4, ""add_extra"": ""pull"", ""price_of_extra"": 3.5, ""ingredients_to_remove"": [""focus"", ""physical"", ""outside""]}]",11.3,2025-01-12 10:56,Delivery
45,Guest,144,1044,"[{""food_item_name"": ""performance"", ""quantity"": 5, ""add_extra"": ""likely"", ""price_of_extra"": 8.65, ""ingredients_to_remove"": [""finally"", ""local"", ""best""]}]",64.29,2025-01-01 13:07,Delivery
46,Guest,145,1045,"[{""food_item_name"": ""already"", ""quantity"": 3, ""add_extra"": ""reflect"", ""price_of_extra"": 1.56, ""ingredients_to_remove"": [""right"", ""industry"", ""manage""]}]",98.28,2025-02-03 14:02,Pick Up
47,User,146,1046,"[{""food_item_name"": ""great"", ""quantity"": 4, ""add_extra"": ""tax"", ""price_of_extra"": 6.05, ""ingredients_to_remove"": [""identify"", ""third"", ""daughter""]}]",37.54,2025-01-12 17:52,Curbside
48,Guest,147,1047,"[{""food_item_name"": ""security"", ""quantity"": 1, ""add_extra"": ""wife"", ""price_of_extra"": 5.09, ""ingredients_to_remove"": [""could"", ""phone"", ""break""]}]",62.41,2025-01-27 17:23,Pick Up
49,Guest,148,1048,"[{""food_item_name"": ""kind"", ""quantity"": 4, ""add_extra"": ""PM"", ""price_of_extra"": 5.03, ""ingredients_to_remove"": [""here"", ""such"", ""involve""]}]",87.72,2025-02-11 10:11,Curbside
50,User,149,1049,"[{""food_item_name"": ""dark"", ""quantity"": 3, ""add_extra"": ""phone"", ""price_of_extra"": 6.27, ""ingredients_to_remove"": [""speech"", ""late"", ""run""]}]",76.09,2025-01-30 02:21,Pick Up
51,User,150,1050,"[{""food_item_name"": ""draw"", ""quantity"": 3, ""add_extra"": ""strong"", ""price_of_extra"": 2.09, ""ingredients_to_remove"": [""life"", ""there"", ""history""]}]",63.8,2025-01-14 03:57,Delivery
52,User,151,1051,"[{""food_item_name"": ""adult"", ""quantity"": 3, ""add_extra"": ""back"", ""price_of_extra"": 8.56, ""ingredients_to_remove"": [""financial"", ""stand"", ""at""]}]",49.22,2025-01-21 07:17,Curbside
53,User,152,1052,"[{""food_item_name"": ""partner"", ""quantity"": 3, ""add_extra"": ""community"", ""price_of_extra"": 5.02, ""ingredients_to_remove"": [""usually"", ""student"", ""crime""]}]",68.43,2025-01-29 14:53,Curbside
54,Guest,153,1053,"[{""food_item_name"": ""partner"", ""quantity"": 3, ""add_extra"": ""five"", ""price_of_extra"": 5.29, ""ingredients_to_remove"": [""few"", ""herself"", ""machine""]}]",49.63,2025-01-13 06:37,Delivery
55,Guest,154,1054,"[{""food_item_name"": ""page"", ""quantity"": 3, ""add_extra"": ""type"", ""price_of_extra"": 8.01, ""ingredients_to_remove"": [""rest"", ""he"", ""enough""]}]",80.44,2025-01-27 15:06,Curbside
56,Guest,155,1055,"[{""food_item_name"": ""enough"", ""quantity"": 2, ""add_extra"": ""blood"", ""price_of_extra"": 9.79, ""ingredients_to_remove"": [""admit"", ""speech"", ""old""]}]",77.24,2025-01-04 18:59,Delivery
57,User,156,1056,"[{""food_item_name"": ""laugh"", ""quantity"": 2, ""add_extra"": ""save"", ""price_of_extra"": 7.19, ""ingredients_to_remove"": [""draw"", ""decision"", ""ever""]}]",33.4,2025-01-27 04:37,Delivery
58,Guest,157,1057,"[{""food_item_name"": ""site"", ""quantity"": 3, ""add_extra"": ""ten"", ""price_of_extra"": 8.51, ""ingredients_to_remove"": [""discover"", ""Mr"", ""our""]}]",39.85,2025-01-08 19:26,Delivery
59,Guest,158,1058,"[{""food_item_name"": ""drop"", ""quantity"": 3, ""add_extra"": ""moment"", ""price_of_extra"": 5.26, ""ingredients_to_remove"": [""actually"", ""person"", ""trial""]}]",65.27,2025-01-20 15:57,Curbside
60,Guest,159,1059,"[{""food_item_name"": ""than"", ""quantity"": 2, ""add_extra"": ""Republican"", ""price_of_extra"": 8.68, ""ingredients_to_remove"": [""little"", ""property"", ""choice""]}]",52.41,2025-02-11 06:06,Pick Up
61,Guest,160,1060,"[{""food_item_name"": ""image"", ""quantity"": 5, ""add_extra"": ""two"", ""price_of_extra"": 8.52, ""ingredients_to_remove"": [""instead"", ""piece"", ""price""]}]",60.19,2025-02-09 02:34,Delivery
62,Guest,161,1061,"[{""food_item_name"": ""small"", ""quantity"": 5, ""add_extra"": ""phone"", ""price_of_extra"": 4.49, ""ingredients_to_remove"": [""though"", ""national"", ""across""]}]",19.31,2025-01-01 15:39,Delivery
63,User,162,1062,"[{""food_item_name"": ""guy"", ""quantity"": 3, ""add_extra"": ""poor"", ""price_of_extra"": 8.74, ""ingredients_to_remove"": [""prove"", ""ever"", ""song""]}]",44.86,2025-02-12 05:33,Pick Up
64,User,163,1063,"[{""food_item_name"": ""performance"", ""quantity"": 1, ""add_extra"": ""away"", ""price_of_extra"": 2.59, ""ingredients_to_remove"": [""friend"", ""indicate"", ""share""]}]",15.19,2025-02-13 10:20,Curbside
65,Guest,164,1064,"[{""food_item_name"": ""need"", ""quantity"": 2, ""add_extra"": ""believe"", ""price_of_extra"": 8.3, ""ingredients_to_remove"": [""happy"", ""test"", ""feeling""]}]",25.24,2025-01-23 12:46,Pick Up
66,User,165,1065,"[{""food_item_name"": ""outside"", ""quantity"": 3, ""add_extra"": ""often"", ""price_of_extra"": 8.85, ""ingredients_to_remove"": [""may"", ""plan"", ""three""]}]",82.66,2025-01-26 22:27,Curbside
67,Guest,166,1066,"[{""food_item_name"": ""job"", ""quantity"": 5, ""add_extra"": ""apply"", ""price_of_extra"": 4.8, ""ingredients_to_remove"": [""simply"", ""two"", ""tend""]}]",70.12,2025-01-16 12:32,Curbside
68,Guest,167,1067,"[{""food_item_name"": ""place"", ""quantity"": 4, ""add_extra"": ""me"", ""price_of_extra"": 7.06, ""ingredients_to_remove"": [""manage"", ""firm"", ""old""]}]",66.85,2025-02-01 18:57,Delivery
69,User,168,1068,"[{""food_item_name"": ""without"", ""quantity"": 4, ""add_extra"": ""either"", ""price_of_extra"": 3.46, ""ingredients_to_remove"": [""nothing"", ""both"", ""lawyer""]}]",39.16,2025-02-07 16:13,Curbside
70,User,169,1069,"[{""food_item_name"": ""seat"", ""quantity"": 4, ""add_extra"": ""practice"", ""price_of_extra"": 7.9, ""ingredients_to_remove"": [""cup"", ""together"", ""quickly""]}]",14.97,2025-01-24 19:57,Delivery
71,User,170,1070,"[{""food_item_name"": ""expert"", ""quantity"": 2, ""add_extra"": ""building"", ""price_of_extra"": 7.66, ""ingredients_to_remove"": [""teacher"", ""conference"", ""call""]}]",25.16,2025-01-24 16:50,Delivery
72,Guest,171,1071,"[{""food_item_name"": ""seat"", ""quantity"": 4, ""add_extra"": ""night"", ""price_of_extra"": 5.57, ""ingredients_to_remove"": [""figure"", ""card"", ""strong""]}]",78.53,2025-02-05 12:57,Delivery
73,User,172,1072,"[{""food_item_name"": ""space"", ""quantity"": 1, ""add_extra"": ""space"", ""price_of_extra"": 8.33, ""ingredients_to_remove"": [""realize"", ""the"", ""lot""]}]",54.81,2025-01-17 11:53,Delivery
74,Guest,173,1073,"[{""food_item_name"": ""itself"", ""quantity"": 4, ""add_extra"": ""political"", ""price_of_extra"": 1.28, ""ingredients_to_remove"": [""article"", ""week"", ""establish""]}]",75.57,2025-01-26 01:55,Curbside
75,User,174,1074,"[{""food_item_name"": ""risk"", ""quantity"": 3, ""add_extra"": ""area"", ""price_of_extra"": 9.7, ""ingredients_to_remove"": [""others"", ""hear"", ""back""]}]",90.83,2025-01-23 23:39,Delivery
76,Guest,175,1075,"[{""food_item_name"": ""heavy"", ""quantity"": 2, ""add_extra"": ""account"", ""price_of_extra"": 1.13, ""ingredients_to_remove"": [""must"", ""here"", ""authority""]}]",62.57,2025-02-11 06:13,Curbside
77,Guest,176,1076,"[{""food_item_name"": ""want"", ""quantity"": 1, ""add_extra"": ""leg"", ""price_of_extra"": 7.92, ""ingredients_to_remove"": [""expect"", ""out"", ""around""]}]",84.81,2025-01-08 08:34,Delivery
78,User,177,1077,"[{""food_item_name"": ""religious"", ""quantity"": 4, ""add_extra"": ""way"", ""price_of_extra"": 2.48, ""ingredients_to_remove"": [""story"", ""wrong"", ""benefit""]}]",53.14,2025-01-09 22:52,Delivery
79,Guest,178,1078,"[{""food_item_name"": ""majority"", ""quantity"": 2, ""add_extra"": ""skin"", ""price_of_extra"": 5.27, ""ingredients_to_remove"": [""behind"", ""picture"", ""cost""]}]",10.27,2025-01-28 14:37,Pick Up
80,User,179,1079,"[{""food_item_name"": ""course"", ""quantity"": 3, ""add_extra"": ""your"", ""price_of_extra"": 9.71, ""ingredients_to_remove"": [""church"", ""into"", ""safe""]}]",61.59,2025-02-12 12:23,Pick Up
81,Guest,180,1080,"[{""food_item_name"": ""second"", ""quantity"": 3, ""add_extra"": ""more"", ""price_of_extra"": 5.89, ""ingredients_to_remove"": [""recognize"", ""campaign"", ""customer""]}]",10.22,2025-01-17 12:45,Delivery
82,Guest,181,1081,"[{""food_item_name"": ""commercial"", ""quantity"": 4, ""add_extra"": ""sort"", ""price_of_extra"": 9.89, ""ingredients_to_remove"": [""somebody"", ""drug"", ""me""]}]",17.57,2025-01-07 02:21,Delivery
83,Guest,182,1082,"[{""food_item_name"": ""let"", ""quantity"": 1, ""add_extra"": ""cut"", ""price_of_extra"": 5.7, ""ingredients_to_remove"": [""over"", ""main"", ""few""]}]",14,2025-01-20 17:58,Pick Up
84,User,183,1083,"[{""food_item_name"": ""approach"", ""quantity"": 3, ""add_extra"": ""remember"", ""price_of_extra"": 1.96, ""ingredients_to_remove"": [""history"", ""major"", ""your""]}]",42.53,2025-01-02 20:15,Pick Up
85,User,184,1084,"[{""food_item_name"": ""national"", ""quantity"": 5, ""add_extra"": ""good"", ""price_of_extra"": 4.76, ""ingredients_to_remove"": [""who"", ""step"", ""house""]}]",90.24,2025-01-06 14:23,Pick Up
86,Guest,185,1085,"[{""food_item_name"": ""star"", ""quantity"": 5, ""add_extra"": ""yourself"", ""price_of_extra"": 7.99, ""ingredients_to_remove"": [""single"", ""table"", ""behind""]}]",89.29,2025-01-27 20:42,Curbside
87,Guest,186,1086,"[{""food_item_name"": ""economic"", ""quantity"": 4, ""add_extra"": ""also"", ""price_of_extra"": 8.57, ""ingredients_to_remove"": [""positive"", ""special"", ""social""]}]",45.33,2025-01-16 02:46,Delivery
88,Guest,187,1087,"[{""food_item_name"": ""could"", ""quantity"": 3, ""add_extra"": ""leave"", ""price_of_extra"": 2.33, ""ingredients_to_remove"": [""at"", ""front"", ""case""]}]",62.66,2025-02-01 00:31,Pick Up
89,Guest,188,1088,"[{""food_item_name"": ""care"", ""quantity"": 1, ""add_extra"": ""wide"", ""price_of_extra"": 6.66, ""ingredients_to_remove"": [""first"", ""occur"", ""theory""]}]",80.86,2025-02-01 15:42,Delivery
90,User,189,1089,"[{""food_item_name"": ""Republican"", ""quantity"": 5, ""add_extra"": ""cold"", ""price_of_extra"": 8.08, ""ingredients_to_remove"": [""wind"", ""age"", ""sure""]}]",28.7,2025-01-13 17:06,Delivery
91,Guest,190,1090,"[{""food_item_name"": ""method"", ""quantity"": 1, ""add_extra"": ""could"", ""price_of_extra"": 6.55, ""ingredients_to_remove"": [""even"", ""decide"", ""plant""]}]",56.1,2025-02-14 16:58,Delivery
92,Guest,191,1091,"[{""food_item_name"": ""time"", ""quantity"": 5, ""add_extra"": ""interesting"", ""price_of_extra"": 5.18, ""ingredients_to_remove"": [""size"", ""indicate"", ""performance""]}]",55.56,2025-01-12 20:59,Delivery
93,User,192,1092,"[{""food_item_name"": ""either"", ""quantity"": 1, ""add_extra"": ""local"", ""price_of_extra"": 7.08, ""ingredients_to_remove"": [""test"", ""hit"", ""operation""]}]",62.67,2025-02-08 21:43,Pick Up
94,Guest,193,1093,"[{""food_item_name"": ""kind"", ""quantity"": 1, ""add_extra"": ""it"", ""price_of_extra"": 5.75, ""ingredients_to_remove"": [""price"", ""significant"", ""size""]}]",89.3,2025-01-10 22:54,Pick Up
95,Guest,194,1094,"[{""food_item_name"": ""the"", ""quantity"": 3, ""add_extra"": ""responsibility"", ""price_of_extra"": 4.05, ""ingredients_to_remove"": [""especially"", ""magazine"", ""director""]}]",28.92,2025-02-10 10:53,Delivery
96,User,195,1095,"[{""food_item_name"": ""radio"", ""quantity"": 1, ""add_extra"": ""themselves"", ""price_of_extra"": 1.03, ""ingredients_to_remove"": [""east"", ""firm"", ""evidence""]}]",66.68,2025-01-25 17:46,Delivery
97,Guest,196,1096,"[{""food_item_name"": ""southern"", ""quantity"": 3, ""add_extra"": ""book"", ""price_of_extra"": 9.62, ""ingredients_to_remove"": [""near"", ""when"", ""of""]}]",16.77,2025-02-05 19:47,Curbside
98,User,197,1097,"[{""food_item_name"": ""leg"", ""quantity"": 2, ""add_extra"": ""never"", ""price_of_extra"": 5.25, ""ingredients_to_remove"": [""community"", ""wait"", ""note""]}]",76.18,2025-01-22 22:18,Curbside
99,Guest,198,1098,"[{""food_item_name"": ""why"", ""quantity"": 4, ""add_extra"": ""improve"", ""price_of_extra"": 5.92, ""ingredients_to_remove"": [""hot"", ""fill"", ""region""]}]",69.75,2025-01-10 00:52,Pick Up
100,User,199,1099,"[{""food_item_name"": ""must"", ""quantity"": 3, ""add_extra"": ""feel"", ""price_of_extra"": 9.34, ""ingredients_to_remove"": [""account"", ""unit"", ""treat""]}]",63.28,2025-01-02 05:46,Curbside
101,User,200,1100,"[{""food_item_name"": ""card"", ""quantity"": 2, ""add_extra"": ""wind"", ""price_of_extra"": 3.41, ""ingredients_to_remove"": [""itself"", ""serious"", ""painting""]}]",62.45,2025-02-03 07:46,Pick Up
102,Guest,201,1101,"[{""food_item_name"": ""rate"", ""quantity"": 5, ""add_extra"": ""stock"", ""price_of_extra"": 2.92, ""ingredients_to_remove"": [""develop"", ""ahead"", ""respond""]}]",27.21,2025-01-31 01:19,Delivery
103,Guest,202,1102,"[{""food_item_name"": ""century"", ""quantity"": 4, ""add_extra"": ""environment"", ""price_of_extra"": 4.51, ""ingredients_to_remove"": [""fear"", ""image"", ""media""]}]",56.88,2025-01-08 07:36,Delivery
104,Guest,203,1103,"[{""food_item_name"": ""want"", ""quantity"": 2, ""add_extra"": ""within"", ""price_of_extra"": 8.37, ""ingredients_to_remove"": [""letter"", ""site"", ""first""]}]",32.12,2025-01-09 12:02,Curbside
105,Guest,204,1104,"[{""food_item_name"": ""eight"", ""quantity"": 1, ""add_extra"": ""design"", ""price_of_extra"": 6.52, ""ingredients_to_remove"": [""eat"", ""manager"", ""meet""]}]",66.32,2025-01-03 06:28,Delivery
106,Guest,205,1105,"[{""food_item_name"": ""guess"", ""quantity"": 2, ""add_extra"": ""law"", ""price_of_extra"": 5.89, ""ingredients_to_remove"": [""meet"", ""increase"", ""language""]}]",40.64,2025-02-13 08:32,Curbside
107,User,206,1106,"[{""food_item_name"": ""energy"", ""quantity"": 4, ""add_extra"": ""total"", ""price_of_extra"": 2.43, ""ingredients_to_remove"": [""large"", ""seek"", ""standard""]}]",65.71,2025-02-06 15:34,Pick Up
108,User,207,1107,"[{""food_item_name"": ""this"", ""quantity"": 1, ""add_extra"": ""call"", ""price_of_extra"": 2.1, ""ingredients_to_remove"": [""capital"", ""hit"", ""box""]}]",88.24,2025-01-18 11:32,Curbside
109,User,208,1108,"[{""food_item_name"": ""draw"", ""quantity"": 1, ""add_extra"": ""spend"", ""price_of_extra"": 7.31, ""ingredients_to_remove"": [""also"", ""understand"", ""happy""]}]",18.86,2025-01-30 16:54,Delivery
110,Guest,209,1109,"[{""food_item_name"": ""it"", ""quantity"": 3, ""add_extra"": ""such"", ""price_of_extra"": 4.16, ""ingredients_to_remove"": [""ahead"", ""thing"", ""eight""]}]",67.03,2025-02-08 01:30,Pick Up
111,Guest,210,1110,"[{""food_item_name"": ""oil"", ""quantity"": 2, ""add_extra"": ""purpose"", ""price_of_extra"": 5.48, ""ingredients_to_remove"": [""huge"", ""war"", ""born""]}]",35.38,2025-02-13 00:33,Pick Up
112,User,211,1111,"[{""food_item_name"": ""whom"", ""quantity"": 4, ""add_extra"": ""break"", ""price_of_extra"": 3.39, ""ingredients_to_remove"": [""computer"", ""break"", ""box""]}]",63.07,2025-02-11 00:06,Curbside
113,Guest,212,1112,"[{""food_item_name"": ""prevent"", ""quantity"": 4, ""add_extra"": ""its"", ""price_of_extra"": 9.1, ""ingredients_to_remove"": [""itself"", ""military"", ""natural""]}]",94.12,2025-01-04 22:51,Pick Up
114,Guest,213,1113,"[{""food_item_name"": ""media"", ""quantity"": 2, ""add_extra"": ""ago"", ""price_of_extra"": 2.74, ""ingredients_to_remove"": [""rock"", ""school"", ""heavy""]}]",11.95,2025-01-28 22:55,Curbside
115,Guest,214,1114,"[{""food_item_name"": ""suggest"", ""quantity"": 2, ""add_extra"": ""author"", ""price_of_extra"": 4.67, ""ingredients_to_remove"": [""travel"", ""official"", ""line""]}]",19.78,2025-02-11 05:44,Delivery
116,User,215,1115,"[{""food_item_name"": ""career"", ""quantity"": 3, ""add_extra"": ""card"", ""price_of_extra"": 4.2, ""ingredients_to_remove"": [""tend"", ""she"", ""on""]}]",43.05,2025-01-19 02:56,Curbside
117,Guest,216,1116,"[{""food_item_name"": ""ready"", ""quantity"": 1, ""add_extra"": ""scene"", ""price_of_extra"": 7.33, ""ingredients_to_remove"": [""pass"", ""success"", ""goal""]}]",80.28,2025-01-07 05:24,Curbside
118,User,217,1117,"[{""food_item_name"": ""music"", ""quantity"": 3, ""add_extra"": ""push"", ""price_of_extra"": 5.35, ""ingredients_to_remove"": [""sister"", ""watch"", ""month""]}]",76.71,2025-02-08 00:15,Delivery
